"Town","FIPS","Year","Social Security Status","Measure Type","Variable","Value"
"New Milford","0900552630","2009-2013","Without SSI","Percent","Social Security Status",77
"New Milford","0900552630","2009-2013","With SSI","Number","Margins of Error",269
"New Milford","0900552630","2009-2013","With SSI","Number","Social Security Status",2466
"New Milford","0900552630","2009-2013","With SSI","Percent","Margins of Error",2.6
"New Milford","0900552630","2009-2013","With SSI","Percent","Social Security Status",23
"New Milford","0900552630","2010-2014","Total","Number","Margins of Error",303
"New Milford","0900552630","2010-2014","Total","Number","Social Security Status",10642
"New Milford","0900552630","2010-2014","Without SSI","Number","Margins of Error",272
"New Milford","0900552630","2010-2014","Without SSI","Number","Social Security Status",7905
"New Milford","0900552630","2010-2014","Without SSI","Percent","Margins of Error",1.4
"New Milford","0900552630","2010-2014","Without SSI","Percent","Social Security Status",74.3
"New Milford","0900552630","2010-2014","With SSI","Number","Margins of Error",237
"New Milford","0900552630","2010-2014","With SSI","Number","Social Security Status",2737
"New Milford","0900552630","2010-2014","With SSI","Percent","Margins of Error",2.1
"New Milford","0900552630","2010-2014","With SSI","Percent","Social Security Status",25.7
"New Milford","0900552630","2011-2015","Total","Number","Margins of Error",269
"New Milford","0900552630","2011-2015","Total","Number","Social Security Status",10494
"New Milford","0900552630","2011-2015","Without SSI","Number","Margins of Error",287
"New Milford","0900552630","2011-2015","Without SSI","Number","Social Security Status",7572
"New Milford","0900552630","2011-2015","Without SSI","Percent","Margins of Error",3.3
"New Milford","0900552630","2011-2015","Without SSI","Percent","Social Security Status",72.2
"New Milford","0900552630","2011-2015","With SSI","Number","Margins of Error",235
"New Milford","0900552630","2011-2015","With SSI","Number","Social Security Status",2922
"New Milford","0900552630","2011-2015","With SSI","Percent","Margins of Error",2.4
"New Milford","0900552630","2011-2015","With SSI","Percent","Social Security Status",27.8
"New Milford","0900552630","2012-2016","Total","Number","Margins of Error",291
"New Milford","0900552630","2012-2016","Total","Number","Social Security Status",10373
"New Milford","0900552630","2012-2016","Without SSI","Number","Margins of Error",307
"New Milford","0900552630","2012-2016","Without SSI","Number","Social Security Status",7437
"New Milford","0900552630","2012-2016","Without SSI","Percent","Margins of Error",3.6
"New Milford","0900552630","2012-2016","Without SSI","Percent","Social Security Status",71.7
"New Milford","0900552630","2012-2016","With SSI","Number","Margins of Error",256
"New Milford","0900552630","2012-2016","With SSI","Number","Social Security Status",2936
"New Milford","0900552630","2012-2016","With SSI","Percent","Margins of Error",2.6
"New Milford","0900552630","2012-2016","With SSI","Percent","Social Security Status",28.3
"Newtown","0900152980","2006-2010","Total","Number","Margins of Error",209
"Newtown","0900152980","2006-2010","Total","Number","Social Security Status",8851
"Newtown","0900152980","2006-2010","Without SSI","Number","Margins of Error",224
"Newtown","0900152980","2006-2010","Without SSI","Number","Social Security Status",6483
"Newtown","0900152980","2006-2010","Without SSI","Percent","Margins of Error",3.1
"Newtown","0900152980","2006-2010","Without SSI","Percent","Social Security Status",73.2
"Newtown","0900152980","2006-2010","With SSI","Number","Margins of Error",218
"Newtown","0900152980","2006-2010","With SSI","Number","Social Security Status",2368
"Newtown","0900152980","2006-2010","With SSI","Percent","Margins of Error",2.5
"Newtown","0900152980","2006-2010","With SSI","Percent","Social Security Status",26.8
"Newtown","0900152980","2007-2011","Total","Number","Margins of Error",293
"Newtown","0900152980","2007-2011","Total","Number","Social Security Status",8946
"Newtown","0900152980","2007-2011","Without SSI","Number","Margins of Error",272
"Newtown","0900152980","2007-2011","Without SSI","Number","Social Security Status",6569
"Newtown","0900152980","2007-2011","Without SSI","Percent","Margins of Error",3.9
"Newtown","0900152980","2007-2011","Without SSI","Percent","Social Security Status",73.4
"Newtown","0900152980","2007-2011","With SSI","Number","Margins of Error",221
"Newtown","0900152980","2007-2011","With SSI","Number","Social Security Status",2377
"Newtown","0900152980","2007-2011","With SSI","Percent","Margins of Error",2.6
"Newtown","0900152980","2007-2011","With SSI","Percent","Social Security Status",26.6
"Newtown","0900152980","2008-2012","Total","Number","Margins of Error",202
"Newtown","0900152980","2008-2012","Total","Number","Social Security Status",9107
"Newtown","0900152980","2008-2012","Without SSI","Number","Margins of Error",228
"Newtown","0900152980","2008-2012","Without SSI","Number","Social Security Status",6686
"Newtown","0900152980","2008-2012","Without SSI","Percent","Margins of Error",3
"Newtown","0900152980","2008-2012","Without SSI","Percent","Social Security Status",73.4
"Newtown","0900152980","2008-2012","With SSI","Number","Margins of Error",213
"Newtown","0900152980","2008-2012","With SSI","Number","Social Security Status",2421
"Newtown","0900152980","2008-2012","With SSI","Percent","Margins of Error",2.4
"Newtown","0900152980","2008-2012","With SSI","Percent","Social Security Status",26.6
"Newtown","0900152980","2009-2013","Total","Number","Margins of Error",283
"Newtown","0900152980","2009-2013","Total","Number","Social Security Status",9518
"Newtown","0900152980","2009-2013","Without SSI","Number","Margins of Error",339
"Newtown","0900152980","2009-2013","Without SSI","Number","Social Security Status",6947
"Newtown","0900152980","2009-2013","Without SSI","Percent","Margins of Error",4.2
"Newtown","0900152980","2009-2013","Without SSI","Percent","Social Security Status",73
"Newtown","0900152980","2009-2013","With SSI","Number","Margins of Error",257
"Newtown","0900152980","2009-2013","With SSI","Number","Social Security Status",2571
"Newtown","0900152980","2009-2013","With SSI","Percent","Margins of Error",2.8
"Newtown","0900152980","2009-2013","With SSI","Percent","Social Security Status",27
"Newtown","0900152980","2010-2014","Total","Number","Margins of Error",279
"Newtown","0900152980","2010-2014","Total","Number","Social Security Status",9624
"Newtown","0900152980","2010-2014","Without SSI","Number","Margins of Error",324
"Newtown","0900152980","2010-2014","Without SSI","Number","Social Security Status",6896
"Newtown","0900152980","2010-2014","Without SSI","Percent","Margins of Error",2.6
"Newtown","0900152980","2010-2014","Without SSI","Percent","Social Security Status",71.7
"Newtown","0900152980","2010-2014","With SSI","Number","Margins of Error",218
"Newtown","0900152980","2010-2014","With SSI","Number","Social Security Status",2728
"Newtown","0900152980","2010-2014","With SSI","Percent","Margins of Error",2.1
"Newtown","0900152980","2010-2014","With SSI","Percent","Social Security Status",28.3
"Newtown","0900152980","2011-2015","Total","Number","Margins of Error",305
"Newtown","0900152980","2011-2015","Total","Number","Social Security Status",9714
"Newtown","0900152980","2011-2015","Without SSI","Number","Margins of Error",324
"Newtown","0900152980","2011-2015","Without SSI","Number","Social Security Status",6866
"Newtown","0900152980","2011-2015","Without SSI","Percent","Margins of Error",4
"Newtown","0900152980","2011-2015","Without SSI","Percent","Social Security Status",70.7
"Newtown","0900152980","2011-2015","With SSI","Number","Margins of Error",208
"Newtown","0900152980","2011-2015","With SSI","Number","Social Security Status",2848
"Newtown","0900152980","2011-2015","With SSI","Percent","Margins of Error",2.3
"Newtown","0900152980","2011-2015","With SSI","Percent","Social Security Status",29.3
"Newtown","0900152980","2012-2016","Total","Number","Margins of Error",258
"Newtown","0900152980","2012-2016","Total","Number","Social Security Status",9796
"Newtown","0900152980","2012-2016","Without SSI","Number","Margins of Error",264
"Newtown","0900152980","2012-2016","Without SSI","Number","Social Security Status",6758
"Newtown","0900152980","2012-2016","Without SSI","Percent","Margins of Error",3.3
"Newtown","0900152980","2012-2016","Without SSI","Percent","Social Security Status",69
"Newtown","0900152980","2012-2016","With SSI","Number","Margins of Error",214
"Newtown","0900152980","2012-2016","With SSI","Number","Social Security Status",3038
"Newtown","0900152980","2012-2016","With SSI","Percent","Margins of Error",2.3
"Newtown","0900152980","2012-2016","With SSI","Percent","Social Security Status",31
"Norfolk","0900553470","2006-2010","Total","Number","Margins of Error",60
"Norfolk","0900553470","2006-2010","Total","Number","Social Security Status",662
"Norfolk","0900553470","2006-2010","Without SSI","Number","Margins of Error",56
"Norfolk","0900553470","2006-2010","Without SSI","Number","Social Security Status",445
"Norfolk","0900553470","2006-2010","Without SSI","Percent","Margins of Error",10.4
"Norfolk","0900553470","2006-2010","Without SSI","Percent","Social Security Status",67.2
"Norfolk","0900553470","2006-2010","With SSI","Number","Margins of Error",34
"Norfolk","0900553470","2006-2010","With SSI","Number","Social Security Status",217
"Norfolk","0900553470","2006-2010","With SSI","Percent","Margins of Error",5.9
"Norfolk","0900553470","2006-2010","With SSI","Percent","Social Security Status",32.8
"Norfolk","0900553470","2007-2011","Total","Number","Margins of Error",60
"Norfolk","0900553470","2007-2011","Total","Number","Social Security Status",620
"Norfolk","0900553470","2007-2011","Without SSI","Number","Margins of Error",60
"Norfolk","0900553470","2007-2011","Without SSI","Number","Social Security Status",408
"Norfolk","0900553470","2007-2011","Without SSI","Percent","Margins of Error",11.6
"Norfolk","0900553470","2007-2011","Without SSI","Percent","Social Security Status",65.8
"Norfolk","0900553470","2007-2011","With SSI","Number","Margins of Error",36
"Norfolk","0900553470","2007-2011","With SSI","Number","Social Security Status",212
"Norfolk","0900553470","2007-2011","With SSI","Percent","Margins of Error",6.7
"Norfolk","0900553470","2007-2011","With SSI","Percent","Social Security Status",34.2
"Norfolk","0900553470","2008-2012","Total","Number","Margins of Error",64
"Norfolk","0900553470","2008-2012","Total","Number","Social Security Status",624
"Norfolk","0900553470","2008-2012","Without SSI","Number","Margins of Error",58
"Norfolk","0900553470","2008-2012","Without SSI","Number","Social Security Status",363
"Norfolk","0900553470","2008-2012","Without SSI","Percent","Margins of Error",11
"Norfolk","0900553470","2008-2012","Without SSI","Percent","Social Security Status",58.2
"Norfolk","0900553470","2008-2012","With SSI","Number","Margins of Error",38
"Norfolk","0900553470","2008-2012","With SSI","Number","Social Security Status",261
"Norfolk","0900553470","2008-2012","With SSI","Percent","Margins of Error",7.4
